model,label,lam,seed,params,val_auc,auc,ap,delta_muscle,retrieval_muscle,delta_type,retrieval_type,silhouette_type,per_relation
mf,Free embeddings (matrix factorization),0.0,19,59008,0.887980472410214,0.8665519250780438,0.8342540744073279,0.3282448649406433,0.44604810996563576,0.5382570028305054,0.9264604810996564,0.24854175746440887,"{""hasForce"": {""auc"": 0.9390311418685121, ""ap"": 0.9273884936326361, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8327836734693876, ""ap"": 0.7752860783598066, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9454814933504245, ""ap"": 0.9463598035311311, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.9068047337278107, ""ap"": 0.9437743469233237, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8452111694945864, ""ap"": 0.8036974483712422, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7483755102040817, ""ap"": 0.7555644842841513, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9481083562901745, ""ap"": 0.9380988617585456, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7907591836734693, ""ap"": 0.7337405939081637, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,20,59008,0.8871115888708888,0.8552936524453695,0.8181658050605527,0.24792788922786713,0.4148911798396335,0.41245216131210327,0.9315005727376862,0.2084490954875946,"{""hasForce"": {""auc"": 0.888235294117647, ""ap"": 0.84892231899207, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.7919020408163264, ""ap"": 0.7513492166325849, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9389520910110559, ""ap"": 0.9439462807244263, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.8269230769230769, ""ap"": 0.7926465668863418, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8419776231714553, ""ap"": 0.8094126369267574, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7328000000000001, ""ap"": 0.7427181849910783, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9501010101010101, ""ap"": 0.937303374859283, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7748244897959184, ""ap"": 0.6950882166204893, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,21,59008,0.8803590263794053,0.8640143600416235,0.824507908960962,0.2262687087059021,0.43184421534937,0.4067855477333069,0.9260022909507446,0.1901964396238327,"{""hasForce"": {""auc"": 0.9485467128027683, ""ap"": 0.9463558684157879, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.841469387755102, ""ap"": 0.7942991128417951, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9586604710783528, ""ap"": 0.9584035465574454, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.9038461538461539, ""ap"": 0.8987992337540566, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8532434361589597, ""ap"": 0.7904543598410259, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7243428571428572, ""ap"": 0.7391539122269177, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9391551882460973, ""ap"": 0.924301840624126, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7527836734693877, ""ap"": 0.6766429404275555, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,22,59008,0.8766740517561877,0.8581498439125911,0.8202550143226901,0.30505600571632385,0.44146620847651774,0.4980660080909729,0.9315005727376862,0.23697997629642487,"{""hasForce"": {""auc"": 0.9571280276816609, ""ap"": 0.9589337602847128, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8304, ""ap"": 0.755115690438574, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9298589969556161, ""ap"": 0.931191349419981, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.8920118343195266, ""ap"": 0.8787271796682161, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.823548129101057, ""ap"": 0.7747490892598373, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.785861224489796, ""ap"": 0.7651905158645718, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9369605142332416, ""ap"": 0.924967238928753, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7656489795918366, ""ap"": 0.7026110225440927, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,23,59008,0.8666352085404607,0.8486888657648284,0.821531186784076,0.25915366411209106,0.4229095074455899,0.40952929854393005,0.9232531500572738,0.18650875985622406,"{""hasForce"": {""auc"": 0.9465397923875433, ""ap"": 0.9457744639888976, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.7849795918367346, ""ap"": 0.729378642064516, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9091892324947926, ""ap"": 0.904426721052401, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.8505917159763314, ""ap"": 0.855411118387233, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8456153627849777, ""ap"": 0.8147436602964879, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.6969795918367347, ""ap"": 0.711193019611843, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9295592286501377, ""ap"": 0.911033284394348, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7713959183673469, ""ap"": 0.7222020645291679, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,24,59008,0.8741372146268512,0.8716162330905308,0.832813587967726,0.2588232457637787,0.4281786941580756,0.43506577610969543,0.9310423825887744,0.20123837888240814,"{""hasForce"": {""auc"": 0.9311764705882354, ""ap"": 0.9157958076010353, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8506122448979592, ""ap"": 0.8167329421569425, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.964108315975004, ""ap"": 0.9653393156145611, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.856508875739645, ""ap"": 0.8627279360592341, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8524092500064497, ""ap"": 0.8191608388837187, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7220244897959184, ""ap"": 0.722653399801165, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9450872359963268, ""ap"": 0.9269189707251339, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.8170448979591838, ""ap"": 0.7354318413147649, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,25,59008,0.8816518376087787,0.8543040582726327,0.8300543430095109,0.254416823387146,0.41947308132875144,0.4166455864906311,0.9186712485681557,0.1872503012418747,"{""hasForce"": {""auc"": 0.9243598615916954, ""ap"": 0.9192222802128763, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8093061224489797, ""ap"": 0.7940084283145907, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9014580996635154, ""ap"": 0.8991387964588693, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.9659763313609467, ""ap"": 0.9686948961043983, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.844084588195836, ""ap"": 0.8292229050264224, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7365551020408163, ""ap"": 0.7237367667158408, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9064279155188246, ""ap"": 0.8707054276338387, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.8205714285714285, ""ap"": 0.7911213525374718, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,26,59008,0.8815853886256164,0.8660828303850157,0.8294231725477197,0.33948206901550293,0.4584192439862543,0.5410442352294922,0.9287514318442154,0.23120298981666565,"{""hasForce"": {""auc"": 0.9230795847750864, ""ap"": 0.9256545717613537, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8514612244897959, ""ap"": 0.7858799364037516, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9286973241467714, ""ap"": 0.9326124264322924, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.8875739644970414, ""ap"": 0.857575526200762, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8362329185335523, ""ap"": 0.8050709124002166, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7935020408163266, ""ap"": 0.7716147917854743, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9430027548209367, ""ap"": 0.9165111975496839, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7754448979591837, ""ap"": 0.717644158395909, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,27,59008,0.8864008370889627,0.8705381893860561,0.8319137308972211,0.2832191288471222,0.44215349369988544,0.48502618074417114,0.9230240549828179,0.22451740503311157,"{""hasForce"": {""auc"": 0.9485467128027681, ""ap"": 0.9530733571069636, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8488489795918367, ""ap"": 0.7837520137086854, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9641483736580676, ""ap"": 0.967050678546017, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.8816568047337278, ""ap"": 0.8408282702133766, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8484447158177174, ""ap"": 0.8019368722435056, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7244081632653061, ""ap"": 0.72766832230338, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9477869605142333, ""ap"": 0.9339113625227381, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.8059755102040816, ""ap"": 0.7401417065963432, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,28,59008,0.8863730799187809,0.87654505723205,0.8386568952720628,0.2575938403606415,0.4311569301260023,0.4289795458316803,0.917983963344788,0.2121037393808365,"{""hasForce"": {""auc"": 0.9331487889273357, ""ap"": 0.9360661255553437, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8839836734693877, ""ap"": 0.8376034495287172, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9329033808684505, ""ap"": 0.9318102771852502, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.8683431952662721, ""ap"": 0.8832660228595463, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8567607777710888, ""ap"": 0.8077228321383383, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7591510204081633, ""ap"": 0.7476013669910344, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9417906336088153, ""ap"": 0.9222408891904398, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.8154775510204081, ""ap"": 0.7386476071255464, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,29,59008,0.8676319432878956,0.8469827263267431,0.8151034822915576,0.19929827749729156,0.3956471935853379,0.3028727173805237,0.9035509736540664,0.15792223811149597,"{""hasForce"": {""auc"": 0.9047058823529412, ""ap"": 0.8872704082394116, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.7928489795918366, ""ap"": 0.748354408607723, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9315414196442878, ""ap"": 0.9268319543043466, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.8150887573964497, ""ap"": 0.7883862852117973, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8132455001246979, ""ap"": 0.7573970071458828, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7258448979591836, ""ap"": 0.7593988507740914, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9316620752984389, ""ap"": 0.9223424334152207, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.790073469387755, ""ap"": 0.7398299984948081, ""neg_fail"": 0.0, ""n_test"": 175}}"
distmult,"DistMult (relation types, no propagation)",0.0,0,59520,0.8846933505596014,0.8476199791883454,0.8243829388177406,0.29679030179977417,0.4959908361970218,0.5141223669052124,0.9335624284077892,0.22853229939937592,"{""hasForce"": {""auc"": 0.9375778546712803, ""ap"": 0.9196260436445192, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.7828571428571428, ""ap"": 0.71819183251526, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.8929658708540299, ""ap"": 0.8899592015844333, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.6390532544378698, ""ap"": 0.6052895369838291, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8267300762807337, ""ap"": 0.821498891705148, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7421061224489796, ""ap"": 0.7511325224168094, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.940376492194674, ""ap"": 0.9096150420297479, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7655836734693877, ""ap"": 0.748229874579637, ""neg_fail"": 0.0, ""n_test"": 175}}"
distmult,"DistMult (relation types, no propagation)",0.0,1,59520,0.8894659015781213,0.8499775234131113,0.8389366984871854,0.22645363211631775,0.4879725085910653,0.3877790868282318,0.900114547537228,0.17198841273784637,"{""hasForce"": {""auc"": 0.8967128027681661, ""ap"": 0.8986879442760916, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8510367346938776, ""ap"": 0.8178850198359424, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.944920685787534, ""ap"": 0.9450334290967491, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.7278106508875739, ""ap"": 0.6786195147159926, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8146558767124465, ""ap"": 0.8281996388914005, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.6740897959183674, ""ap"": 0.689641716981992, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9220661157024793, ""ap"": 0.8967071418844753, ""neg_fail"": 0.0030303029343485832, ""n_test"": 330}, ""targets"": {""auc"": 0.8035918367346939, ""ap"": 0.8069726086446667, ""neg_fail"": 0.0, ""n_test"": 175}}"
distmult,"DistMult (relation types, no propagation)",0.0,2,59520,0.8948709796262371,0.8791783558792924,0.8482420351670743,0.24302905797958374,0.46781214203894617,0.48154371976852417,0.934020618556701,0.23391063511371613,"{""hasForce"": {""auc"": 0.9478200692041523, ""ap"": 0.9297684880666581, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8462693877551021, ""ap"": 0.7778617360505041, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9462826470116968, ""ap"": 0.9470219397146191, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.8653846153846154, ""ap"": 0.8802673116495247, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8543356180287407, ""ap"": 0.8456862419042108, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7479183673469387, ""ap"": 0.696386978644325, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9439669421487604, ""ap"": 0.9010684773030516, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7812897959183672, ""ap"": 0.7826515569722705, ""neg_fail"": 0.0, ""n_test"": 175}}"
distmult,"DistMult (relation types, no propagation)",0.0,3,59520,0.8777826563107188,0.8645319458896982,0.8484249742402972,0.30065664649009705,0.5202749140893471,0.5755844116210938,0.9239404352806415,0.2696073651313782,"{""hasForce"": {""auc"": 0.8853287197231834, ""ap"": 0.8814705398283387, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8392489795918368, ""ap"": 0.7465593342074976, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9520910110559205, ""ap"": 0.9512382109167322, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.7825443786982249, ""ap"": 0.7471703031141993, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8349515398044394, ""ap"": 0.8586681239485519, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7564408163265306, ""ap"": 0.7493126573846577, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9334159779614325, ""ap"": 0.9086341023977946, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7945469387755102, ""ap"": 0.8069642442583311, ""neg_fail"": 0.0, ""n_test"": 175}}"
distmult,"DistMult (relation types, no propagation)",0.0,4,59520,0.8677799815288649,0.8711155046826222,0.8508442230435622,0.27497488260269165,0.5289805269186713,0.5227691531181335,0.9321878579610539,0.24530480802059174,"{""hasForce"": {""auc"": 0.9297231833910035, ""ap"": 0.9375096548939701, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8616816326530612, ""ap"": 0.8084246478353918, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9507290498317578, ""ap"": 0.952340517817778, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.8535502958579881, ""ap"": 0.8480408126288714, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8526844454382058, ""ap"": 0.8581886623145916, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7298938775510205, ""ap"": 0.7034012976754711, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9371717171717172, ""ap"": 0.9176164153104172, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7965061224489797, ""ap"": 0.7960130688374278, ""neg_fail"": 0.0, ""n_test"": 175}}"
distmult,"DistMult (relation types, no propagation)",0.0,5,59520,0.8728772073258743,0.8594921956295526,0.836653867775659,0.261519193649292,0.5008018327605956,0.5595635771751404,0.9289805269186713,0.2674838602542877,"{""hasForce"": {""auc"": 0.8870242214532872, ""ap"": 0.8714040757008822, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8519836734693877, ""ap"": 0.7754735381556026, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9726806601506168, ""ap"": 0.9728855305029822, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.8402366863905326, ""ap"": 0.8455373520747187, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8198673902013227, ""ap"": 0.8078456325006746, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7444897959183674, ""ap"": 0.730129635363076, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9258585858585859, ""ap"": 0.8930396870591185, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7562775510204082, ""ap"": 0.7675960634796752, ""neg_fail"": 0.0, ""n_test"": 175}}"
distmult,"DistMult (relation types, no propagation)",0.0,6,59520,0.876083581045049,0.8656412070759625,0.8484089261393661,0.2308817356824875,0.48934707903780067,0.4486110210418701,0.9317296678121421,0.2245967537164688,"{""hasForce"": {""auc"": 0.9356401384083045, ""ap"": 0.9288248396196482, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8124408163265305, ""ap"": 0.7960860012005991, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9710382951450088, ""ap"": 0.9720196016089925, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.8298816568047338, ""ap"": 0.8230384943863829, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8211659686449205, ""ap"": 0.8065812255079935, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.753665306122449, ""ap"": 0.7699672058079265, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9233333333333333, ""ap"": 0.9012722553487027, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.8626938775510204, ""ap"": 0.8588151060537974, ""neg_fail"": 0.0, ""n_test"": 175}}"
distmult,"DistMult (relation types, no propagation)",0.0,7,59520,0.8764065735708002,0.8734946930280958,0.8520556014218696,0.2661163806915283,0.4836197021764032,0.4961146116256714,0.9347079037800687,0.24258661270141602,"{""hasForce"": {""auc"": 0.9493079584775086, ""ap"": 0.9402370098545884, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8861714285714286, ""ap"": 0.8202485351578581, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9586604710783528, ""ap"": 0.9559505011080001, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.7337278106508875, ""ap"": 0.7637107779019727, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8375830961206044, ""ap"": 0.8438821252746684, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.742204081632653, ""ap"": 0.7305182621577174, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9475390266299357, ""ap"": 0.9235469220647129, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7727020408163265, ""ap"": 0.7756670866537204, ""neg_fail"": 0.0, ""n_test"": 175}}"
distmult,"DistMult (relation types, no propagation)",0.0,8,59520,0.8839127852890363,0.8631633714880332,0.8402074491283994,0.22806662321090698,0.47926689576174114,0.4730197787284851,0.9315005727376862,0.22259168326854706,"{""hasForce"": {""auc"": 0.9570588235294117, ""ap"": 0.9618727621492263, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8667755102040816, ""ap"": 0.8392518466261292, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9423970517545266, ""ap"": 0.9398344812347833, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.8372781065088757, ""ap"": 0.8462910534191146, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8276330612911826, ""ap"": 0.8244557649163342, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7439346938775511, ""ap"": 0.7463854481898802, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9348668503213958, ""ap"": 0.9021002112058866, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7344653061224491, ""ap"": 0.7295206195612303, ""neg_fail"": 0.0, ""n_test"": 175}}"
distmult,"DistMult (relation types, no propagation)",0.0,9,59520,0.8848363420423557,0.8667916753381893,0.8422744064819248,0.2537400722503662,0.49072164948453606,0.4233250617980957,0.9074455899198167,0.16510653495788574,"{""hasForce"": {""auc"": 0.9268166089965397, ""ap"": 0.9221593101963965, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8572734693877551, ""ap"": 0.7864128026369044, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9715189873417722, ""ap"": 0.971329743919657, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.9289940828402367, ""ap"": 0.9324824565242185, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8386666781331431, ""ap"": 0.8430918494372736, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7268897959183673, ""ap"": 0.7452712568829112, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9255371900826447, ""ap"": 0.8859511003043826, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7995755102040818, ""ap"": 0.8013712629515782, ""neg_fail"": 0.0, ""n_test"": 175}}"
distmult,"DistMult (relation types, no propagation)",0.0,10,59520,0.8887358038897049,0.8811113423517171,0.8535309309166392,0.30105841159820557,0.49713631156930127,0.5086348056793213,0.9305841924398626,0.22939780354499817,"{""hasForce"": {""auc"": 0.9607958477508651, ""ap"": 0.9596108244988433, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8981877551020409, ""ap"": 0.8662333425941022, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9748838327191155, ""ap"": 0.9755986394259683, ""neg_fail"": 0.0, ""n_test"": 158}, ""isVariationOf"": {""auc"": 0.757396449704142, ""ap"": 0.7441189898186366, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8444629819145002, ""ap"": 0.8314674620036118, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7374040816326531, ""ap"": 0.7411591148835034, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9360881542699724, ""ap"": 0.9004130727992058, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.8206040816326531, ""ap"": 0.8031841166787376, ""neg_fail"": 0.0, ""n_test"": 175}}"
