model,label,lam,seed,params,val_auc,auc,ap,delta_muscle,retrieval_muscle,delta_type,retrieval_type,silhouette_type,per_relation
mf,Free embeddings (matrix factorization),0.0,9,59008,0.8928092109910291,0.8739526990128124,0.8434396154674849,0.278793066740036,0.44306987399770903,0.651160478591919,0.9713631156930126,0.34771841764450073,"{""hasForce"": {""auc"": 0.8896193771626298, ""ap"": 0.8897405291072599, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8783673469387755, ""ap"": 0.8439092434345983, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9499278961704855, ""ap"": 0.9515670131962666, ""neg_fail"": 0.0, ""n_test"": 158}, ""hasType"": {""auc"": 0.9682612244897959, ""ap"": 0.9582048688582607, ""neg_fail"": 0.0, ""n_test"": 175}, ""isVariationOf"": {""auc"": 0.8446745562130178, ""ap"": 0.7582810207031171, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8172272340279152, ""ap"": 0.7621129211249238, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7049142857142856, ""ap"": 0.7200637769954393, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9633241505968779, ""ap"": 0.9500975962907937, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7780571428571429, ""ap"": 0.7061484660346549, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,10,59008,0.8918345640373613,0.8803841209829868,0.8554424727426982,0.3108997642993927,0.44215349369988544,0.7067656517028809,0.9757159221076747,0.37971609830856323,"{""hasForce"": {""auc"": 0.9070242214532872, ""ap"": 0.8872695439326784, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8160979591836736, ""ap"": 0.750822138632084, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9662313731773754, ""ap"": 0.966540681893895, ""neg_fail"": 0.0, ""n_test"": 158}, ""hasType"": {""auc"": 0.9648326530612246, ""ap"": 0.951811530507003, ""neg_fail"": 0.0, ""n_test"": 175}, ""isVariationOf"": {""auc"": 0.8846153846153847, ""ap"": 0.897672159323497, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8497088948323459, ""ap"": 0.8130304262052274, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7285877551020409, ""ap"": 0.7205466345054492, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9577502295684113, ""ap"": 0.9482759793256303, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7909551020408164, ""ap"": 0.7460208776825178, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,11,59008,0.8875440798517721,0.8700088216761185,0.8392131093902497,0.19421565532684326,0.41053837342497135,0.4764307737350464,0.9624284077892326,0.2561742961406708,"{""hasForce"": {""auc"": 0.9094809688581316, ""ap"": 0.8943764178528477, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8092081632653062, ""ap"": 0.7454469762786957, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9462025316455696, ""ap"": 0.944262673621839, ""neg_fail"": 0.0, ""n_test"": 158}, ""hasType"": {""auc"": 0.9586285714285714, ""ap"": 0.950000279839054, ""neg_fail"": 0.0, ""n_test"": 175}, ""isVariationOf"": {""auc"": 0.8550295857988166, ""ap"": 0.8181376518800154, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8222323509429744, ""ap"": 0.7780537198220142, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7231673469387756, ""ap"": 0.7132950686320256, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9603030303030303, ""ap"": 0.942270963793072, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7699918367346938, ""ap"": 0.6882498245378732, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,12,59008,0.8867507783591699,0.8575699222852341,0.8385108001759939,0.21526652574539185,0.3995418098510882,0.48817551136016846,0.96815578465063,0.28216204047203064,"{""hasForce"": {""auc"": 0.8818685121107267, ""ap"": 0.8925910471031915, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.7752816326530612, ""ap"": 0.7287689046811234, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9041019067457138, ""ap"": 0.903294802296155, ""neg_fail"": 0.0, ""n_test"": 158}, ""hasType"": {""auc"": 0.9450448979591837, ""ap"": 0.943737334544625, ""neg_fail"": 0.0, ""n_test"": 175}, ""isVariationOf"": {""auc"": 0.8890532544378699, ""ap"": 0.8953803684678738, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.7951514004867519, ""ap"": 0.7357966087211736, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7317551020408163, ""ap"": 0.7269586234259849, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9500734618916438, ""ap"": 0.9441379721609957, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.8012408163265305, ""ap"": 0.7590470576094973, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,13,59008,0.8883625116142598,0.880369670237345,0.8562076443151738,0.20998787879943848,0.41786941580756015,0.5320136547088623,0.9738831615120275,0.29938840866088867,"{""hasForce"": {""auc"": 0.9328719723183391, ""ap"": 0.9188667315887608, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.7952326530612246, ""ap"": 0.7114603564655311, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9297788815894888, ""ap"": 0.9308196960985391, ""neg_fail"": 0.0, ""n_test"": 158}, ""hasType"": {""auc"": 0.9808979591836734, ""ap"": 0.9790892514827617, ""neg_fail"": 0.0, ""n_test"": 175}, ""isVariationOf"": {""auc"": 0.8284023668639053, ""ap"": 0.7917887589287411, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8136324937006045, ""ap"": 0.7703859709453746, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7517714285714285, ""ap"": 0.7489671875678454, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9644719926538108, ""ap"": 0.9532728514645694, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.8208326530612244, ""ap"": 0.7676223712617055, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,14,59008,0.8830213104688629,0.8811834488552824,0.8646949706117416,0.2181067019701004,0.41237113402061853,0.4875873625278473,0.9718213058419244,0.28085610270500183,"{""hasForce"": {""auc"": 0.9084083044982699, ""ap"": 0.8982286878515224, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8177632653061225, ""ap"": 0.7860545004004045, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9116327511616727, ""ap"": 0.9068803289044927, ""neg_fail"": 0.0, ""n_test"": 158}, ""hasType"": {""auc"": 0.979265306122449, ""ap"": 0.9787356255415358, ""neg_fail"": 0.0, ""n_test"": 175}, ""isVariationOf"": {""auc"": 0.8106508875739645, ""ap"": 0.8128505733138435, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8585237485057748, ""ap"": 0.828044904857039, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7408000000000001, ""ap"": 0.7483503753132779, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9644628099173554, ""ap"": 0.9607438928288311, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7704163265306123, ""ap"": 0.7147290420719383, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,15,59008,0.8898907037018925,0.8780039487502626,0.8539206579598124,0.30701643228530884,0.4451317296678121,0.6990898847579956,0.979381443298969,0.37506768107414246,"{""hasForce"": {""auc"": 0.9204844290657439, ""ap"": 0.9277222892700137, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8228897959183674, ""ap"": 0.7809199055233988, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9079875020028843, ""ap"": 0.9099510355994528, ""neg_fail"": 0.0, ""n_test"": 158}, ""hasType"": {""auc"": 0.9589877551020408, ""ap"": 0.9537412643109211, ""neg_fail"": 0.0, ""n_test"": 175}, ""isVariationOf"": {""auc"": 0.9393491124260355, ""ap"": 0.9382622195716137, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8439813899089276, ""ap"": 0.7977241201042933, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7409959183673471, ""ap"": 0.7151415705949896, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9604958677685951, ""ap"": 0.9480027053675334, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7854367346938775, ""ap"": 0.7154747312100767, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,16,59008,0.8857659434582511,0.8655815164881328,0.8444381493165356,0.22673135995864868,0.4327605956471936,0.5434767007827759,0.9743413516609393,0.30626407265663147,"{""hasForce"": {""auc"": 0.8946712802768166, ""ap"": 0.863565836597134, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.7384489795918368, ""ap"": 0.6571602764665878, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9371094375901299, ""ap"": 0.9354428140457831, ""neg_fail"": 0.0, ""n_test"": 158}, ""hasType"": {""auc"": 0.9624163265306123, ""ap"": 0.9575387623956885, ""neg_fail"": 0.0, ""n_test"": 175}, ""isVariationOf"": {""auc"": 0.871301775147929, ""ap"": 0.8514570560547399, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8163672483036781, ""ap"": 0.7925923776721117, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7413224489795918, ""ap"": 0.7491000006982846, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9673829201101929, ""ap"": 0.9589158093361148, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7520326530612245, ""ap"": 0.7066086716321069, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,17,59008,0.8709547057449156,0.8533155219491704,0.8275396821628674,0.16072773933410645,0.35876288659793815,0.3532983064651489,0.9523482245131729,0.2048291712999344,"{""hasForce"": {""auc"": 0.9114186851211072, ""ap"": 0.9054075343245284, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.7546122448979592, ""ap"": 0.7105201586206361, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9186027880147413, ""ap"": 0.9182840417103296, ""neg_fail"": 0.0, ""n_test"": 158}, ""hasType"": {""auc"": 0.9542204081632654, ""ap"": 0.9338163378982297, ""neg_fail"": 0.0, ""n_test"": 175}, ""isVariationOf"": {""auc"": 0.7781065088757397, ""ap"": 0.7882350743330528, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.7833351966357358, ""ap"": 0.7302450643514664, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.6936489795918368, ""ap"": 0.676043778047432, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9563452708907254, ""ap"": 0.9485219654981487, ""neg_fail"": 0.0, ""n_test"": 330}, ""targets"": {""auc"": 0.7601632653061224, ""ap"": 0.7228325956358356, ""neg_fail"": 0.0, ""n_test"": 175}}"
mf,Free embeddings (matrix factorization),0.0,18,59008,0.8760602257105753,0.8783084226002941,0.8563482177910007,0.2516607344150543,0.4288659793814433,0.5809326767921448,0.9699885452462772,0.32754603028297424,"{""hasForce"": {""auc"": 0.8898615916955016, ""ap"": 0.8849616991910094, ""neg_fail"": 0.0, ""n_test"": 170}, ""hasIntensity"": {""auc"": 0.8296816326530613, ""ap"": 0.7494870003541083, ""neg_fail"": 0.0, ""n_test"": 175}, ""hasMechanic"": {""auc"": 0.9355872456337125, ""ap"": 0.9395302952370368, ""neg_fail"": 0.0, ""n_test"": 158}, ""hasType"": {""auc"": 0.9756081632653062, ""ap"": 0.973446552022163, ""neg_fail"": 0.0, ""n_test"": 175}, ""isVariationOf"": {""auc"": 0.9068047337278107, ""ap"": 0.9130506318682592, ""neg_fail"": 0.0, ""n_test"": 26}, ""recruits"": {""auc"": 0.8420550218866367, ""ap"": 0.8221716265288359, ""neg_fail"": 0.0, ""n_test"": 341}, ""requires"": {""auc"": 0.7315265306122448, ""ap"": 0.7081636347451723, ""neg_fail"": 0.0, ""n_test"": 175}, ""supportsGoal"": {""auc"": 0.9596418732782369, ""ap"": 0.9448542147975799, ""neg_fail"": 0.0030303029343485832, ""n_test"": 330}, ""targets"": {""auc"": 0.7812571428571429, ""ap"": 0.7203223583501714, ""neg_fail"": 0.0, ""n_test"": 175}}"
